times,angle_sun,angle_mercury,angle_venus,angle_mars,angle_jupiter,angle_saturn,angle_uranus,dist_sun,dist_mercury,dist_venus,dist_mars,dist_jupiter,dist_saturn,dist_uranus
1281312000,2.1964200243,1.9676182539,2.7405326722,1.5879237641,2.2799622386,2.120797797,2.9631369268,150219915856.385,194267249867.748,203485465362.747,342250644913.121,910064134428.887,1562122598006.29,2858328223827.9
1282176000,2.3651726485,2.3060926024,2.9485293967,1.7062366393,2.3204659163,2.1423160344,2.9720242306,150604135328.653,200631450521.026,194949358965.642,333663080028.49,910549623173.966,1558555065681.27,2874460200101.21
1283040000,2.5331319037,2.6714399625,-3.1287109111,1.8249823023,2.360849887,2.1633685699,2.9816754904,150927947371.951,191536713549.087,185768474980.006,324687288093.491,908037984020.52,1551431845615.56,2887279773402.19
1283904000,2.700447205,3.0077570566,-2.925050896,1.9441819269,2.4007803543,2.183655195,2.9918972331,151182506714.697,165140139774.061,175985406077.71,315379011353.817,902581907883.482,1540912091167.39,2896497289926.8
1284768000,2.8672828038,-3.0259354756,-2.7239790434,2.0638480317,2.4399218646,2.2028788036,3.0024919146,151360929841.96,132787022507.983,165653167956.747,305790033726.871,894270010150.871,1527218187447.87,2901910859583.03
1285632000,3.0338137069,-2.8901545785,-2.5259049174,2.1839811372,2.4779300051,2.2207447269,3.0132599904,151458425297.976,104770295082.068,154834463168.139,295967754525.378,883226453402.202,1510634423327.73,2903405886091.66
1286496000,-3.0829636578,-2.886835081,-2.3313986254,2.3045660596,2.5144442658,2.2369612567,3.0240014333,151472378051.067,86650406447.7934,143601168532.598,285954889042.921,869611690690.157,1491506321145.87,2900954369996.22
1287360000,-2.9164942028,-2.980951051,-2.141272415,2.4255678056,2.5490813428,2.2512419216,3.0345169697,151402393659.409,83269066093.9632,132034368736.177,275789283901.69,853624341746.287,1470240329617.02,2894614253853.48
1288224000,-2.7497800274,-3.0360807616,-1.9567065361,2.5469269868,2.5814293493,2.2633101487,3.044609299,151250306243.404,96592616967.4798,120225491764.052,265503845882.48,835504181340.63,1447303422974.71,2884528912244.49
1289088000,-2.5826432001,-2.9555189165,-1.7794475634,2.668554671,2.6110437254,2.2729069821,3.0540845696,151020150327.331,123321608424.432,108279334562.011,255126582326.72,815536153159.448,1423221947966.32,2870926727088.38
1289952000,-2.4149151018,-2.738709438,-1.6121279571,2.7903265342,2.6374460962,2.2798024835,3.062754373,150718093272.092,157332729712.384,96320419055.8846,244680757846.568,794055215123.606,1398578844298.25,2854120520874.33
1290816000,-2.2464405411,-2.4176934283,-1.4587872459,2.9120761075,2.6601279738,2.2838112251,3.0704385052,150352327076.582,187482482451.564,84505458200.4251,234185188640.87,771451657113.506,1374008162830.23,2834506467470.54
1291680000,-2.077081843,-2.0579171638,-1.325707933,3.0335868771,2.6785620138,2.2848118224,3.0769687197,149932914581.088,201171674356.609,73047038488.0392,223654686936.084,748176232491.169,1350185625102.84,2812561929034.65
1292544000,-1.9067229702,-1.7194506956,-1.2226296758,-3.1286024955,2.6922243712,2.2827696262,3.0821936349,149471580355.057,199033971043.102,62258170151.9402,213100691979.659,724744040803.769,1327813968288.81,2788841531385.05
1293408000,-1.7352735367,-1.4178390196,-1.1638520114,-3.0084685502,2.7006322648,2.2777605147,3.0859848636,148981451543.288,187840300156.869,52631372173.7581,202532120076.328,701735505320.771,1307602038638.11,2763970669238.4
1294272000,-1.562672516,-1.1524711546,-1.1662588481,-2.8896294411,2.7034004388,2.2699923059,3.0882442769,148476743039.493,171241360060.831,44949751722.6649,191956483114.298,679792098755.779,1290237219466.72,2738635588007
1295136000,-1.3888914213,-0.9281318262,-1.2357870993,-2.7726223819,2.7003177171,2.2598190345,3.0889120986,147972386869.245,150382621752.187,40311936407.3727,181381334265.089,659603819719.822,1276351841599.92,2713569235383.54
1296000000,-1.2139368111,-0.7698492178,-1.3410662119,-2.6581133327,2.6914390255,2.2477428177,3.0879752548,147483623403.58,126118024502.301,39715053490.8371,170816140164.9,641885235668.9,1266485693219.24,2689532292385.16
1296864000,-1.0378519812,-0.7493406215,-1.4190778509,-2.5469293029,2.6771785788,2.2343989467,3.0854750993,147025562614.589,102974892322.954,43212024427.2455,160274719854.612,627337784322.193,1261048323120.32,2667289184596.45
1297728000,-0.8607176061,-0.9241144437,-1.4303027926,-2.440101718,2.6583784037,2.2205225371,3.0815133548,146612681489.917,98015106059.6133,49825201044.4887,149778435463.78,616598674427.875,1260286063937.72,2647579481312.3
1298592000,-0.6826508025,-0.99870145,-1.375957298,-2.338924354,2.6363192165,2.2068992037,3.0762549711,146258271314.455,126510318227.934,58385317262.76,139360388974.364,610181223348.63,1264258931204.92,2631085837116.67
1299456000,-0.5038022407,-0.8209540269,-1.2726566913,-2.2450287106,2.6126467085,2.1943065168,3.0699266766,145973909400.193,164703942161.211,68050538196.3111,129071041132.031,608416711711.226,1272831490266,2618400460477.83
1300320000,-0.3243515355,-0.5525353256,-1.1357656224,-2.1604767308,2.5892104527,2.1834557855,3.0628103769,145768987701.815,192412718059.886,78313086977.7652,118985914557.673,611411187760.836,1285679574562.31,2609992890056.82
1301184000,-0.1445010961,-0.2705146185,-0.9760980227,-2.0878601982,2.5678473668,2.174943675,3.0552312124,145650320649.912,208243182685.464,88878390214.1961,109216200119.203,619029096650.295,1302311927860.36,2606182272346.27
1302048000,0.0355313187,0.0103059544,-0.8007942126,-2.030367662,2.5501673916,2.1692203985,3.0475409686,145621859579.909,214446645708.657,99572937818.5226,99923086879.2293,630908612149.124,1322103340944.9,2607117281900.43
1302912000,0.215520974,0.2908896437,-0.614571128,-1.9917144203,2.5373980958,2.166576888,3.0400984082,145684527867.532,212111626665.634,110290721572.15,91335823460.8495,646504117289.372,1344334384164.4,2612766174317.11
1303776000,0.3952449404,0.5739080956,-0.4206134644,-1.9757093446,2.5303179744,2.1671491708,3.0332487253,145836187717.764,200731386886.17,120963450119.431,83770443639.397,665144243148.783,1368232649177.97,2622918291165.73
1304640000,0.5744907467,0.8540109949,-0.2211297596,-1.9850932558,2.5292735569,2.1709354239,3.0273045138,146071742157.982,178274728463.817,131543568016.102,77638312804.6443,686092225742.669,1393011272364.9,2637196868396.11
1305504000,0.7530643488,1.0882076461,-0.0176896898,-2.0193973196,2.5342523483,2.1778202535,3.0225303314,146383361086.74,143296939752.6,141994078736.135,73420829440.9154,708598467115.539,1417901908299.04,2655081564226.89
1306368000,0.9307969713,1.1345634189,0.1885698099,-2.0725219074,2.5449786259,2.1876012695,3.0191322218,146760815164.04,106605587554.213,152282158991.356,71581340488.8324,731940258272.149,1442180777383.71,2675938029694.23
1307232000,1.1075505001,0.9510884699,0.3968157317,-2.1323994925,2.5610068175,2.2000143367,3.0172526577,147191897723.09,96980232768.0194,162375037118.815,72420092796.3881,755448024910.759,1465187596581.17,2699051306190.03
1308096000,1.2832212698,0.8821989911,0.6064359025,-2.1847515233,2.5817987159,2.2147553395,3.0169705205,147662906447.339,115018704425.703,172237325592.825,75954890676.2739,778520056122.939,1486337996231.31,2723659871270.69
1308960000,1.4577421936,0.9917988206,0.816983336,-2.2187010994,2.6067802913,2.2314975305,3.0183051253,148159147738.394,139570635714.539,181829416256.004,81927375996.1602,800628619322.087,1505130467345.9,2748987670582.04
1309824000,1.6310832927,1.191260727,1.0281372829,-2.2295603773,2.6353794979,2.2499043923,3.0212230055,148665443410.419,162051006277.916,191106697441.823,89924874603.6738,821320263663.872,1521149038199.02,2774272255153.05
1310688000,1.8032508511,1.4397979727,1.2396747459,-2.2177321576,2.6670488336,2.2696384455,3.0256461576,149166619555.028,180724569314.102,200019452585.948,99514147040.5825,840212575850.289,1534062858440.86,2798787992070.82
1311552000,1.9742854333,1.7262606205,1.4514486533,-2.1862038768,2.701276761,2.2903666664,3.0314606435,149647958876.156,194769554952.363,208513345296.829,110317759741.203,856989037856.7,1543623746167.95,2821864071168.16
1312416000,2.144259068,2.050515462,1.663370679,-2.1386359624,2.7375915363,2.31176324,3.0385247318,150095604831.791,201692112628.717,216530438433.241,122034889529.062,871393118167.982,1549662589431.99,2842897610841.85
1313280000,2.3132717944,2.4069957424,1.8753971911,-2.078415554,2.7755601312,2.3335103271,3.0466760682,150496910041.283,195487898555.66,224010621934.22,134433815378.975,883222324399.951,1552085308174.34,2861362517558.14
1314144000,2.4814478617,2.7533935776,2.0875178243,-2.0083449157,2.8147841514,2.3552974551,3.0557376317,150840726811.708,171217359796.881,230893441802.497,147336247076.162,892322691225.306,1550868924308.43,2876814953108.27
1315008000,2.6489316857,3.0188427766,2.2997460347,-1.9306253188,2.8548940012,2.3768200579,3.0655224358,151117641511.198,137320869145.573,237120193081.434,160602372063.333,898583984474.5,1546058124888.1,2888896281561.91
1315872000,2.8158837264,-3.1218412184,2.512111439,-1.8469441475,2.8955420859,2.3977776278,3.075837078,151320163160.841,106853764484.461,242636165593.828,174119098477.877,901935794056.534,1537762570555.47,2897334310633.69
1316736000,2.982476415,-3.1202019948,2.7246537797,-1.7585807434,2.9363955179,2.417871914,3.0864843266,151442863349.867,87199495578.8261,247392906336.368,187791477436.44,902344616941.409,1526155077768.59,2901943517968.33
1317600000,-3.1342952003,3.0679100958,2.9374183009,-1.666500898,2.977128589,2.4368055977,3.0972649807,151482470109.748,83084165141.3377,251350346092.259,201536624412.585,899811988469.526,1511470686995.99,2902624799273.6
1318464000,-2.9678762388,3.0157455239,-3.1327329185,-1.5714327743,3.0174151497,2.4542819152,3.1079792635,151437922825.16,95297914522.4381,254478611768.102,215279450072.841,894373694057.755,1494006508453.67,2899365110508.44
1319328000,-2.8012678374,3.0937021063,-2.919382176,-1.4739252803,3.0569209817,2.47000576,3.1184280153,151310390683.836,119847760903.51,256759384600.379,228949663589.326,886100080408.682,1474122108943.53,2892237212791.7
1320192000,-2.634289893,-2.9858757054,-2.7056695205,-1.374392151,3.095296273,2.4836868823,3.1284139593,151103253959.921,151577611455.881,258186684432.891,242479681981.101,875097469137.891,1452240039898.77,2881399561154.44
1321056000,-2.466770414,-2.6799857235,-2.491552965,-1.2731451,3.1321683501,2.4950458725,3.1377433045,150822048214.205,182315118025.803,258766961743.681,255803184240.898,861510668590.888,1428845939495.62,2867096220486.59
1321920000,-2.2985495615,-2.3179102785,-2.2769949645,-1.1704188155,-3.1160503027,2.5038236479,-3.1369573561,150474369754.752,199174723372.294,258518510843.185,268854161798.476,845526548835.567,1404487409130.56,2849656524380.15
1322784000,-2.1294837461,-1.9656243415,-2.0619638837,-1.0663899349,-3.0834263376,2.509795053,-3.1294967625,150069732917.675,198370139685.156,257470217958.828,281566358391.004,827378602511.11,1379770645948.19,2829494029698.39
1323648000,-1.9594497762,-1.6519479846,-1.8464359407,-0.9611915737,-3.0536208034,2.5127868772,-3.1232267176,149619381556.058,186866336064.494,255659743544.956,293873040057.388,807352334517.644,1355353597386.25,2807104162381.47
1324512000,-1.7883488995,-1.3787796364,-1.6303976741,-0.8549245441,-3.0271477275,2.5126999528,-3.1182955406,149136052933.141,169856798043.632,253131268479.825,305707062069.309,785791186317.587,1331934280371.36,2783059807881.39
1325376000,-1.616110622,-1.1494212437,-1.4138489755,-0.7476660837,-3.0045533883,2.509533959,-3.1148268206,148633683770.66,149234496081.838,249932983680.911,317001210897.189,763102485278.316,1310232988856.03,2758004004927.44
1326240000,-1.4426961363,-0.9841546708,-1.1968065753,-0.6394766642,-2.9864013089,2.5034121455,-3.1129117727,148127056956.717,125994040086.182,246114485622.554,327688805896.508,739762570247.566,1290967524191.43,2732638876649.11
1327104000,-1.2681011439,-0.9415417335,-0.9793078946,-0.530405292,-2.9732443042,2.494601658,-3.1126008818,147631394097.978,103627476573.983,241724267619.629,337704541985.74,716319766811.77,1274821457077.97,2707710037289.79
1327968000,-1.0923578072,-1.0877202304,-0.7614150584,-0.4204935809,-2.9655792396,2.4835240038,-3.1138955074,147161899930.367,95364378431.5307,236807463694.952,346985547866.91,693393251244.966,1262406785616,2683985974304.33
1328832000,-0.9155355243,-1.202457157,-0.5432187252,-0.3097787712,-2.9637811584,2.4707501921,-3.1167404235,146733267552.472,118720707126.616,231403927151.096,355472622039.594,671665142647.188,1254224037818.89,2662232368431.45
1329696000,-0.7377403471,-1.0562252468,-0.3248418483,-0.1982958777,-2.9680170444,2.4569769029,-3.1210185126,146359169825.564,158160236361.618,225546823288.747,363111588452.896,651862667829.625,1250624455060.37,2643181996006.93
1330560000,-0.55911274,-0.7867876366,-0.1064429575,-0.0860790306,-2.9781470059,2.4429837208,-3.1265489321,146051747646.759,188975320938.324,219261744226.743,369854702341.071,634727390209.847,1251779773698.3,2627501653481.67
1331424000,-0.3798236831,-0.4976094394,0.1117808391,0.0268378718,-2.9936319081,2.4295762383,-3.1330899092,145821124603.462,206724867627.217,212566430012.456,375662020365.91,620970063086.446,1257664745128.92,2615758395840.42
1332288000,-0.2000691472,-0.2125483351,0.3295910176,0.140421112,-3.0134779937,2.417523904,-3.1403468586,145674985369.437,213990803819.798,205471100452.459,380502641869.073,611213176244.839,1268055720233.28,2608388048826.8
1333152000,-0.020063097,0.0678023641,0.5467045507,0.2546375977,-3.0362528494,2.407503167,3.1351995432,145618244253.692,212527247207.999,197979396173.956,384355730121.277,605928462540.495,1282545780272.21,2605669252492.42
1334016000,0.15997063,0.3463729652,0.7627898738,0.3694556823,-3.0601941805,2.4000549356,3.1275344486,145652824820.756,202424453180.988,190089864294.504,387211231642.415,605381644926.718,1300573912494.79,2607706047894.44
1334880000,0.3398070735,0.6207322829,0.9774608749,0.4848462184,-3.0834017856,2.3955613375,3.1202004961,145777571976.351,182274030245.913,181797942509.296,389070234177.264,609598373796.786,1321463536653.45,2614421179528.17
1335744000,0.5192289817,0.8620145361,1.1902673321,0.6007837047,-3.1040673238,2.394241972,3.1135362061,145988302768.349,150349634335.496,173098331424.841,389944928259.085,618361224283.872,1344464858653.4,2625560985823.66
1336608000,0.6980351474,0.9541611405,1.4006793624,0.7172473856,-3.1206783358,2.3961660095,3.1078430788,146277990164.795,112770453058.136,163987638552.64,389858168613.214,631238666185.119,1368796015404.18,2640711250073.79
1337472000,0.876047733,0.7843926953,1.6080625255,0.8342221758,-3.1321454836,2.4012745616,3.1033714551,146637070486.806,97182102500.4943,154467234669.997,388842668545.602,647637469067.065,1393679328668.39,2659322021367.04
1338336000,1.0531182213,0.6794595559,1.811637917,0.9516993029,-3.1378360692,2.4094076664,3.1003115557,147053851024.255,114019980200.994,144546269290.619,386939880985.711,666864842989.258,1418370616973.49,2680738491964.87
1339200000,1.2291317724,0.7753146355,2.0104187333,1.0696765997,-3.1375304104,2.4203313524,3.0987898945,147514980593.442,139951576888.248,134244919719.474,384198642490.546,688187356826.005,1442180966537.12,2704234670575.61
1340064000,1.4040098409,0.9704346567,2.2031089063,1.1881583968,-3.1313344079,2.4337618235,3.0988704753,148005953729.796,163399385607.161,123598172731.365,380673662526.993,710878357061.47,1464491400465.56,2729046806381.77
1340928000,1.5777111586,1.2141199598,2.387939826,1.3071550081,-3.119580476,2.4493852673,3.100559663,148511627395.467,182218331838.808,112660768159.212,376423944336.527,734250994930.294,1484761493616.87,2754404144981.08
1341792000,1.7502312568,1.4921490682,2.562404229,1.4266818118,-3.1027382706,2.4668728964,3.1038134178,149016722171.435,195923669555.418,101514572928.197,371511211772.336,757677869916.836,1502533224065.27,2779555422087.25
1342656000,1.9216007807,1.8037746626,2.7228199633,1.5467579623,-3.0813449351,2.4858915203,3.1085456425,149506290355.246,202939540748.61,90280818746.7057,365998405321.674,780600184148.282,1517431364555.41,2803790334934.86
1343520000,2.0918828644,2.1482174213,2.8636231606,1.6674047659,-3.0559562633,2.506110296,3.1146366203,149966136066.142,198739328906.775,79141885185.6939,359948290610.676,802529653516.839,1529161582629.55,2826455927346.1
1344384000,2.2611698125,2.4979879159,2.9763021804,1.7886437558,-3.0271158903,2.527204416,3.1219408246,150383178937.266,177213328000.637,68381371374.8587,353422209720.618,823045968481.919,1537507228511.76,2846968322550.7
1345248000,2.4295793608,2.7797313854,3.0482055568,1.9104945313,-2.9953382248,2.5488564862,3.130293675,150745758437.677,142597357711.483,58456264900.7229,346478987856.749,841791906313.893,1542325593730.65,2864820547488.2
1346112000,2.5972506588,2.9306938447,3.0630864439,2.0329723832,-2.9611010244,2.5707562502,3.1395170636,151043885198.981,109567722672.322,50109122705.7571,339173999716.325,858467515860.98,1543544221873.52,2879587300458.33
1346976000,2.7643402344,2.9286553173,3.0098717634,2.1560857673,-2.9248443156,2.5925992397,-3.1337616468,151269443460.229,88194743111.9282,44451108871.3614,331558389810.097,872824293151.216,1541157695193.72,2890927524887.89
1347840000,2.9310179657,2.8288671958,2.9062406798,2.2798336664,-2.8869732681,2.6140848353,-3.1233651803,151416351198.014,83527183174.5047,42711339861.8075,323678446671.402,884659897388.229,1535225177518.94,2898585559931.26
1348704000,3.0974629788,2.7793485476,2.8087484499,2.4042028508,-2.8478634111,2.6349141766,-3.1126758672,151480693027.763,95135674181.9501,45401999401.305,315575133933.786,893813718325.367,1525868872349.6,2902391504377.06
1349568000,-3.0193259134,2.8583967568,2.768222789,2.5291649735,-2.807867152,2.6547883307,-3.1018927391,151460800202.487,118057310459.599,51820431959.772,307283758739.291,900163436950.619,1513273421318.77,2902261251244.21
1350432000,-2.8527931692,3.0542466709,2.7945770796,2.6546735341,-2.7673209456,2.6734071722,-3.0912155404,151357256055.917,147521514183.279,60723330865.0744,298833739725.333,903622652628.771,1497686153685.34,2898196496902.46
1351296000,-2.6859423175,-2.9373430685,2.8743145968,2.7806608292,-2.7265527473,2.690469485,-3.0808435407,151172860971.162,177602006099.676,71072208502.0887,290248480972.71,904139628781.919,1479418006422.53,2890284891019.87
1352160000,-2.5185986607,-2.5790733432,2.9916473328,2.9070348609,-2.6858895812,2.705674863,-3.070974191,150912579464.636,197019964736.887,82186488148.423,281545387334.791,901697163534.458,1458844802046.99,2878700320807.31
1353024000,-2.3505985492,-2.2150459901,3.1348552692,3.0336761543,-2.6456651048,2.7187280834,-3.0618013563,150583454163.46,197996473739.025,93642753141.7156,272736025109.105,896313561923.216,1436408372909.06,2863703140347.6
1353888000,-2.1817934778,-1.8885126909,-2.9870183774,-3.122750913,-2.6062270792,2.7293466985,-3.0535128632,150194477041.645,186146781739.562,105170688264.867,263826439860.654,888044675732.966,1412616824786.24,2845639996509.93
1354752000,-2.0120541955,-1.6067400335,-2.8126575132,-2.9960605145,-2.5679446002,2.7372725835,-3.0462871206,149756419907.057,168333813069.183,116589243177.66,254817642225.001,876986965057.607,1388042995236.02,2824942740260.63
1355616000,-1.8412747401,-1.3722996639,-2.628581402,-2.8696612813,-2.5312148474,2.7422879995,-3.0402886154,149281612478.513,147457024420.73,127771776236.485,245706280055.441,863281510222.673,1363319929978.69,2802125760278.94
1356480000,-1.6693763044,-1.202160381,-2.4370500886,-2.743819806,-2.4964689168,2.7442362783,-3.0356621658,148783662768.008,124802491379.118,138627358908.668,236485512081.962,847118857799.996,1339132008156.02,2777780943240.15
1357344000,-1.4963107813,-1.1454290055,-2.2396478995,-2.6188517011,-2.4641760093,2.7430463865,-3.0325259434,148277121242.384,103305030222.599,149090533013.514,227146101260.615,828744519666.852,1316200304509.48,2752569392397.6
1358208000,-1.3220637451,-1.265190639,-2.0375274338,-2.4951288539,-2.4348448142,2.7387593539,-3.0309634741,147777090306.382,93416244049.64,159115428437.468,217677738775.867,808464832987.065,1295260998470.2,2727209044362.51
1359072000,-1.1466566504,-1.4014313704,-1.8315606107,-2.3730888995,-2.4090203439,2.7315529381,-3.0310150814,147298782874.568,111950756381.991,168672013690.112,208070614678.571,786652731453.459,1277036299402.65,2702457484631.02
1359936000,-0.9701479645,-1.2907276995,-1.6224334671,-2.2532478419,-2.387273719,2.721759367,-3.0326695395,146857044137.716,151145313486.739,177743342775.007,198317252399.884,763752733235.024,1262198515903.27,2679089589247.19
1360800000,-0.7926329406,-1.0237015736,-1.4107062752,-2.1362171296,-2.3701816021,2.709870198,-3.0358570007,146465847597.021,184978239001.336,186323159196.139,188414639353.071,740284098681.052,1251329534765.49,2657870160740.83
1361664000,-0.6142418671,-0.7262281862,-1.1968518835,-2.0227269286,-2.3582913647,2.6965231197,-3.0404444712,146137782699.405,204782978001.924,194413521149.924,178366720124.981,716840644675.006,1244879769471.67,2639522458021.05
1362528000,-0.4351367018,-0.4348334112,-0.9812800072,-1.9136578798,-2.3520682487,2.6824683679,-3.0462351421,145883567841.519,213057657965.89,202022332085.914,168187363449.73,694085133969.724,1243132032317.19,2624694359051.52
1363392000,-0.2555060438,-0.1525481664,-0.7643524152,-1.810084136,-2.3518226982,2.6685170405,-3.0529726315,145711618061.781,212285053304.938,209160777107.815,157903996020.753,672735636796.062,1246176114465.51,2613924704501.17
1364256000,-0.0755585982,0.1235788087,-0.5463921171,-1.7133306228,-2.3576209207,2.6554785463,-3.0603506358,145627689589.074,203147312385.104,215840726594.946,147562217988.713,653541093904.974,1253898680490.27,2607612941354.44
1365120000,0.1044845511,0.3928602559,-0.3276886736,-1.625046306,-2.3691903112,2.6440977394,-3.0680276701,145634628131.492,184798919490.687,222072240646.804,137231887447.195,637244030233.032,1265990509354.54,2605995312464.29
1365984000,0.2843984793,0.6354734235,-0.1085008671,-1.5472905293,-2.3858424086,2.6350024392,-3.0756456701,145732239375.088,155682537759.105,227861337828.497,127015356091.424,624530588585.899,1281969894503.45,2609130395159.94
1366848000,0.4639631546,0.7617779423,0.1109418676,-1.4826158732,-2.4064445732,2.6286689718,-3.082850461,145917290794.58,118883940492.28,233208108055.456,117058705198.091,615972041197.042,1301218176668.66,2616895783557.46
1367712000,0.6429719222,0.6212453473,0.3304389464,-1.4340977558,-2.4294694323,2.625408427,-3.0893117235,146183647135.777,97846444516.1586,238105353575.584,107566603494.074,611966792389.273,1323021810472.98,2628996303604.33
1368576000,0.8212391664,0.4798830513,0.5498182093,-1.405191261,-2.4531319089,2.6253715983,-3.0947401865,146522534686.031,112530550650.751,242537805360.565,98820109417.3641,612695404574.931,1346615285152.2,2644982667480.2
1369440000,0.9986067805,0.559878968,0.7689353222,-1.3991816946,-2.4755912575,2.6285674848,-3.0989003587,146922909310.824,139978432574.397,246481975990.976,91192637479.4989,618100480724.024,1371220349853.39,2664278232969.87
1370304000,1.1749490749,0.7518447242,0.9876727388,-1.4179100639,-2.4951666803,2.6348892703,-3.1016179604,147371898607.421,164746003132.842,249906656038.853,85150378012.417,627897262121.783,1396078689905.16,2686210792785.23
1371168000,1.3501759954,0.9926178419,1.2059381315,-1.4597016326,-2.5105087609,2.6441423802,-3.1027821106,147855299067.386,184019434854.603,252774036309.849,81211598547.9299,641611803796.005,1420476882309.9,2710046164367.85
1372032000,1.524234665,1.2643642293,1.4236623047,-1.5174560769,-2.5206896177,2.6560707542,-3.102343038,148358095441.298,197559091925.474,255041376100.577,79841349408.8181,658636115810.654,1443763762940.99,2735020720413.06
1372896000,1.6971093736,1.5653464956,1.6407966462,-1.5791107477,-2.5252080588,2.6703791195,-3.1003065068,148864974800.048,204462337076.032,256663138040.606,81303443977.7717,678287126202.397,1465361154471.06,2760370709561.46
1373760000,1.868820291,1.8969811495,1.8573105833,-1.6315975805,-2.5239323373,2.6867504124,-3.0967262639,149360812850.984,201477132856.068,257593460378.325,85561612557.0284,699858813402.821,1484769293370.84,2785357069819.76
1374624000,2.0394210661,2.2436957129,2.0731886849,-1.6656142073,-2.5170123902,2.7048583965,-3.0916956948,149831115004.63,182715581994.071,257788793095.619,92311604614.0292,722661787369.501,1501568339293.16,2809285204342.21
1375488000,2.208995695,2.5398816476,2.2884281801,-1.6774815129,-2.5047885905,2.7243760442,-3.085339617,150262402426.82,148413179102.23,257210545025.954,101111483007.453,746049284165.99,1515417266895.42,2831519857070.73
1376352000,2.3776548192,2.7019967399,2.5030366759,-1.6678596996,-2.4877132532,2.7449804456,-3.0778068391,150642541681.184,112909552962.806,255827544295.695,111509182087.18,769431454592.762,1526051210729.99,2851495626508.36
1377216000,2.5455317475,2.6958142594,2.7170302313,-1.6395441095,-2.4662911841,2.7663550406,-3.069263828,150961020792.018,89622521937.4248,253618144598.765,123111667915.897,792280992037.23,1533278123195.15,2868723904206.48
1378080000,2.7127783645,2.5882479434,2.9304317256,-1.5958596985,-2.4410391017,2.7881898967,-3.0598896017,151209165341.981,84534799691.9683,250571816685.195,135602642027.5,814133111560.806,1536975391022.69,2882797097161.96
1378944000,2.8795609774,2.540423614,-3.1399159571,-1.5398725983,-2.4124607265,2.8101806526,-3.0498718009,151380302875.039,95962631893.5195,246690118016.785,148734635674.955,834582317261.713,1537086871697.9,2893390956370.43
1379808000,3.0460561854,2.6224745254,-2.9276102985,-1.4741287251,-2.3810335603,2.8320266543,-3.039403784,151469880741.185,117757097210.718,241986959258.736,162313729726.353,853277707377.056,1533620655186.69,2900265726910.01
1380672000,-3.0707385077,2.8144635713,-2.715802975,-1.4006400485,-2.3472037621,2.8534287378,-3.0286825303,151475541828.444,145192442830.959,236488193769.107,176184967874.746,869917969897.818,1526647730535.59,2903266693906.3
1381536000,-2.9042674827,3.0943278409,-2.5044612494,-1.3209595673,-2.3113863086,2.8740870789,-3.0179071032,151397162309.134,173848486083.785,230230581631.557,190220788910.039,884246778680.52,1516301623964.21,2902324540081.84
1382400000,-2.7375328525,-2.8389850932,-2.2935570744,-1.2362736772,-2.2739684259,2.8936995307,-3.0072774119,151236852066.861,194796763720.625,223260240244.285,204312512690.993,896048991415.735,1502778968721.59,2897455763834.9
1383264000,-2.5703572194,-2.4670959666,-2.0830721729,-1.1474856826,-2.2353149389,2.9119609174,-2.996993001,150998917993.495,197895160822.161,215630750098.834,218364284368.79,905147867492.977,1486340858175.6,2888763249007.38
1384128000,-2.4025730389,-2.1275864461,-1.8730050145,-1.0552836448,-2.1957746742,2.9285638254,-2.9872515999,150689784424.962,185836692012.584,207401071692.285,232288842300.503,911403397456.613,1467314703583.71,2876436908421.25
1384992000,-2.2340267302,-1.8366745297,-1.6633799242,-0.9601930529,-2.155687383,2.9432015363,-2.9782471622,150317878234.982,166898561167.399,198633427452.47,246004614262.862,914711771738.798,1446096162711.23,2860754161094.14
1385856000,-2.0645827824,-1.5972943095,-1.4542589204,-0.8626169311,-2.1153908708,2.9555738388,-2.9701671379,149893469939.66,145305870658.685,189391309107.388,259433785352.021,915005968783.669,1423150517269.85,2842079836710.09
1386720000,-1.8941278131,-1.4240716927,-1.2457568725,-0.7628661876,-2.075228132,2.9653965114,-2.9631887431,149428462332.162,122803199715.495,179737721548.388,272501101750.044,912257413668.256,1399012647280.56,2820864934607.31
1387584000,-1.7225745157,-1.3593646646,-1.038061211,-0.661182588,-2.0355543473,2.9724151954,-2.957474048,148936124677.869,102075742534.438,169733773091.199,285133247848.211,906478628323.624,1374284510003.16,2797643517817.42
1388448000,-1.5498653188,-1.4587154476,-0.8314576127,-0.5577562078,-1.9967435804,2.976424088,-2.9531637954,148430772215.977,91679677363.4327,159437706255.366,297258694197.836,897726768154.214,1349628797835.62,2773026903496.6
1389312000,-1.375975528,-1.6009077343,-0.6263643826,-0.4527387197,-1.9591949427,2.9772892482,-2.9503700136,147927389805.594,106455216133.673,148904435708.977,308807943561.375,886107897186.041,1325757312913.72,2747694255718.13
1390176000,-1.2009158152,-1.52333027,-0.4233804633,-0.3462535398,-1.9233378818,2.9749752329,-2.9491677046,147441204959.956,144096424123.509,138185804306.9,319714102253.996,871781820151.177,1303412694123.54,2722378765828.11
1391040000,-1.0247336369,-1.2631995442,-0.2233540996,-0.2384035098,-1.8896360008,2.9695722657,-2.9495861608,146987218511.582,180514288363.526,127331634957.726,329913736752.644,854967219788.226,1283342533898.5,2697848783183.35
