times,angle_sun,angle_mercury,angle_venus,angle_mars,angle_jupiter,angle_saturn,angle_uranus,dist_sun,dist_mercury,dist_venus,dist_mars,dist_jupiter,dist_saturn,dist_uranus
444096000,-2.1908590469,-2.5392498796,-1.9972316779,2.8025726877,1.0066285199,3.0137362827,0.9713147008,150219894194.251,130167729723.5,251782059774.939,206614935886.894,650260682977.593,1448092408872.68,2795219198488.8
444960000,-2.0211805838,-2.2995694054,-1.7823021906,2.9177980305,0.9844501029,3.0265362177,0.964298183,149783915713.084,167264789281.561,247974708773.761,195167238343.706,651240614579.897,1425423106034.09,2797138943535.68
445824000,-1.8504662507,-1.9670017936,-1.5670100106,3.0317103115,0.9633860793,3.03682417,0.9575448333,149310455038.97,194667281042.708,243495451958.662,183764991920.406,656697389178.32,1401460173543.91,2803491886031.44
446688000,-1.6786356555,-1.6255305147,-1.3513514769,-3.1394297914,0.9449120004,3.0443373704,0.9513436586,148813075266.057,204991476720.147,238397566575.155,172431108398.74,666417431159.35,1376797396447.44,2814101426518.61
447552000,-1.5056389366,-1.3109067523,-1.1353438265,-3.029962279,0.9302726515,3.0488587308,0.9459633083,148306292160.881,202993446308.506,232734129075.295,161190331953.122,680010266730.14,1352091537812.51,2828649431539.49
448416000,-1.3314597797,-1.0254856789,-0.9190305707,-2.9239831701,0.9203926134,3.0502397814,0.9416402782,147805190830.415,193292660639.366,226555764589.332,150071665549.039,696943479310.988,1328051382519.79,2846686051730.26
449280000,-1.1561176437,-0.7673575982,-0.7024872893,-2.8226608213,0.9158465768,3.048427225,0.9385692901,147324991434.554,177628956802.807,219908744226.265,139111724233.794,716585613326.877,1305420204206.11,2867645419824.17
450144000,-0.9796689409,-0.5426327677,-0.4858277344,-2.7274964772,0.9168809619,3.0434905079,0.9368964573,146880571230.203,156222417064.252,212833507867.682,128359413577.503,738249265964.017,1284950635247.2,2890866351940.58
451008000,-0.802206916,-0.38201701,-0.2692101965,-2.6404189616,0.9234679957,3.0356460849,0.9367154951,146485960918.041,129573849483.926,205363686965.369,117882512331.07,761228905339.54,1267371797948.01,2915616856060.36
451872000,-0.6238600263,-0.3788549353,-0.0528442256,-2.5638928981,0.9353725209,3.0252725977,0.9380668972,146153836408.978,103732056812.175,197525699112.835,107776943707.993,784830880734,1253349970668.55,2941121071995.65
452736000,-0.444788619,-0.5792696913,0.1630021693,-2.5010122963,0.9522168622,3.0129107798,0.9409397295,145895028001.244,101647515265.591,189338867672.256,98179609243.1998,808395449047.472,1243445870069.17,2966587230008.35
453600000,-0.2651800291,-0.6131505025,0.377993788,-2.4554963832,0.9735356506,2.9992434273,0.9452755253,145718085497.631,132781230961.622,180816192346.167,89285240109.8448,831311927822.955,1238073422627.03,2991235237393.06
454464000,-0.0852420765,-0.4270315542,0.5917172395,-2.431392224,0.9988178849,2.9850544405,0.9509736914,145628918920.438,167438587287.954,171965643409.534,81365533888.8333,853028547548.002,1237465975428.51,3014322674312.58
455328000,0.0948046387,-0.1734992653,0.8036654827,-2.4321255857,1.027536793,2.9711711161,0.9578978447,145630536555.511,192230596049.359,162792021021.915,74782714357.9246,873058426749.932,1241655653628.06,3035168140059.77
456192000,0.2747352038,0.0956455039,1.0132148715,-2.4585209142,1.0591695462,2.9583986852,0.9658825632,145722908899.162,207185227717.426,153299332641.621,69977682185.3683,890982770010.68,1250469698689.5,3053171136249.2
457056000,0.454329158,0.3713524569,1.2195898624,-2.5061158134,1.0932092176,2.947458508,0.9747401295,145902969378.711,213707888570.748,143493673215.737,67402606643.9591,906452039607.866,1263544540988.49,3067827931978.66
457920000,0.6333789775,0.6554048142,1.4218073293,-2.5638659327,1.1291711241,2.9389402207,0.9842669529,146164747058.84,212081744368.738,133386667039.167,67388445748.5532,919185583978.867,1280355027399.73,3078743126649.5
458784000,0.8116977856,0.9504574357,1.6185877095,-2.6169930467,1.1665952366,2.9332739872,0.9942494619,146499622890.019,200966279607.179,122999636855.688,70010415886.7715,928970056138.538,1300253735785.01,3085636904796.34
459648000,0.9891258204,1.2481243356,1.8082113617,-2.6529583286,1.2050458774,2.9307237228,1.0044693561,146896691291.002,177270263056.947,112368992557.303,75060959774.6426,935656878705.983,1322514336394.11,3088348217137.42
460512000,1.1655354192,1.4909677071,1.9882834343,-2.6654802668,1.2441095615,2.9313977365,1.0147081939,147343198253.315,139985891301.538,101553754322.528,82153371062.6495,939159001914.333,1346373524218.91,3086834320789.55
461376000,1.3408342776,1.535511147,2.155346319,-2.6541397394,1.2833915363,2.9352708879,1.0247513609,147825030816.124,103723109216.297,90647280999.5005,90861150162.6374,939447211150.201,1371067574759.56,3081167244294.19
462240000,1.514967075,1.3745960968,2.3042450549,-2.6217817431,1.3225114121,2.9422120999,1.0343915222,148327231842.935,92818844076.9295,79797070340.1859,100806833229.078,936546259901.184,1395861449307.45,3071527799830.94
463104000,1.6879156129,1.2959621075,2.4271409586,-2.5722644007,1.3610981502,2.9520122395,1.0434317029,148834509575.947,106117685283.308,69240218066.0617,111690307526.131,930531107456.716,1420069980613.43,3058197748368.81
463968000,1.8596976104,1.3806148746,2.5122692685,-2.5092696389,1.3987846221,2.9644090964,1.0516881615,149331715937.05,127660146452.413,59367462429.8885,123283517894.956,921523529946.727,1443071794911.35,3041550643193.81
464832000,2.0303644414,1.563719034,2.5437203596,-2.435880387,1.4352019562,2.9791078091,1.0589932295,149804284017.55,149787472262.272,50828378746.5566,135414557720.96,909689345797.566,1464317235882.87,3022041748722.52
465696000,2.1999981251,1.8064441219,2.5074828639,-2.3545298771,1.4699739343,2.9957963084,1.0651982768,150238616570.943,170350550811.679,44639946965.7007,147951881912.712,895236454876.332,1483331754629.28,3000197277167.13
466560000,2.3687078053,2.0965099392,2.4122984972,-2.2670863159,1.5027118039,3.0141560958,1.0701769309,150622428722.697,187927936827.807,42058006764.9909,160791804754.657,878413840386.829,1499716169949.93,2976603028977.7
467424000,2.5366258328,2.4323885138,2.3082675505,-2.1749664488,1.5330100525,3.0338690481,1.0738286202,150945052680.889,198792939976.255,43854716966.0713,173849393645.47,859511617810.659,1513145007758.37,2951892381022.93
468288000,2.7039035247,2.8012151095,2.2529256673,-2.0792391627,1.5604439391,3.0546210614,1.0760824306,151197683249.186,195204649096.84,49606953245.504,187052034569.88,838862108528.41,1523363873614.85,2926733444530.95
469152000,2.8707067884,-3.1316134559,2.2651250242,-1.9807091182,1.5845699652,3.0761033237,1.0769011562,151373532203.782,173792416197.686,58138151990.6793,200334918330.236,816841781408.487,1530186575469.77,2901815146229.14
470016000,3.0372119701,-2.8515438187,2.3340994805,-1.8799810883,1.6049310201,3.0980119124,1.076285318,151467922926.572,144326173671.467,68353078195.8386,213637894924.675,793873719012.582,1533492552886.76,2877831961143.82
470880000,-3.079583463,-2.6618775292,2.4435161236,-1.7775085774,1.6210684942,3.1200462836,1.0742767926,151478365963.986,116345938767.437,79507205884.9863,226903260054.434,770430043763.728,1533224973690.27,2855467147591.56
471744000,-2.9131236648,-2.5833188206,2.5806281927,-1.6736303551,1.6325441733,-3.1412781691,1.0709615675,151404603774.812,94513782684.9867,91132596615.2425,240074184480.012,747033350724.2,1529389709658.53,2835374477912.09
472608000,-2.7464102465,-2.6313253318,2.736902584,-1.5685979571,1.6389749113,-3.119891206,1.0664710591,151248617983.787,83312281376.0081,102928503823.663,253093606454.119,724255708985.634,1522055288751.56,2818158687087.29
473472000,-2.5792650694,-2.7337224678,2.9068183705,-1.4625965241,1.6400823487,-3.0992816772,1.0609814161,151014598269.433,88116001081.5582,114690288597.656,265903473797.276,702713263299.311,1511353819128.17,2804355161586.73
474336000,-2.4115196673,-2.7394633177,3.0867805436,-1.3557607672,1.6357575376,-3.0797577283,1.05471032,150708872649.572,110085068621.208,126270175356.291,278444260892.207,683054035548.049,1497482784405.86,2794409712546.55
475200000,-2.2430193348,-2.586643665,-3.0087878466,-1.2481872987,1.6261354298,-3.0616323785,1.0479109839,150339793056.849,144118059869.803,137556516983.636,290654737686.513,665936467082.307,1480707475960.86,2788659556434.67
476064000,-2.073627316,-2.3004517927,-2.8151522468,-1.1399442992,1.6116668513,-3.0452220538,1.0408633617,149917574112.998,178924052300.344,148462770075.258,302471951673.509,651997107071.682,1461363709997.53,2787316844990.2
476928000,-1.9032288677,-1.9528785509,-2.6166532038,-1.031079148,1.5931675896,-3.0308426747,1.0338629342,149454081477.003,199785724602.55,158921701392.625,313831437673.557,641807930245.765,1439860282979.67,2790456110957.24
477792000,-1.7317352222,-1.6148353856,-2.4141356616,-0.9216245063,1.5718201507,-3.018802521,1.0272078111,148962560645.186,204187954638.267,168882226129.043,324667642136.677,635827224436.628,1416680427673.28,2798006880430.63
478656000,-1.5590872811,-1.3080745245,-2.208241898,-0.8116031719,1.5491093257,-3.0093910661,1.0211851593,148457313069.683,198109266835.668,178307560051.21,334914568649.763,634351796869.395,1392381284692.91,2809752373301.03
479520000,-1.3852588029,-1.031874218,-1.9994806133,-0.7010319431,1.5266906408,-3.0028631083,1.0160581056,147953320963.841,185420391282.75,187173875121.228,344506638791.997,637480618689.948,1367590170862.87,2825334750971.9
480384000,-1.2102588179,-0.7863150017,-1.788271627,-0.5899246278,1.5062155208,-2.9994179344,1.0120542079,147465819478.399,167335795164.78,195469045170.55,353379760390.394,645098994799.202,1342996224279.29,2844266840285
481248000,-1.0341330986,-0.5840662132,-1.5749751085,-0.4782943252,1.4891555344,-2.9991740449,1.0093563722,147009826622.753,144064752375.61,203191157004.033,361472569534.343,656887492237.37,1319335974056.54,2865949731382.37
482112000,-0.8569643835,-0.4731907045,-1.3599105021,-0.366155033,1.4766685877,-3.0021412311,1.0080967587,146599646101.611,117288754751.734,210346727776.341,368727809356.357,672353114787.247,1297371587794.42,2889695218938.77
482976000,-0.6788711251,-0.5621721337,-1.1433684816,-0.2535226239,1.4695321099,-3.0081934466,1.0083538447,146248361212.48,97921301517.1044,216948604430.913,375093784971.888,690874797165.788,1277861199560.97,2914751755304.89
483840000,-0.5000046838,-0.7459621443,-0.9256183551,-0.1404152591,1.468143482,-3.0170476101,1.010152476,145967342615.646,110669517691.146,223013556372.622,380525812981.083,711753418270.427,1261521899994.26,2940332418057.6
484704000,-0.3205448269,-0.6739350462,-0.7069120724,-0.0268532657,1.4725694197,-3.028254548,1.0134664774,145765802603.588,147094797999.588,228559766174.149,384987587573.421,734258178377.696,1248987603836.92,2965643397961.35
485568000,-0.1406936775,-0.4454032212,-0.4874861264,0.0871414345,1.4826198304,-3.0412078519,1.0182232463,145650414170.586,179102233916.046,233604298725.239,388452362398.451,757664573589.322,1240765894262.43,2989911587599.45
486432000,0.0393316391,-0.1789412619,-0.2675618838,0.2015462721,1.4979253479,-3.0551738493,1.0243097023,145625020898.113,200111186355.499,238160751868.552,390903867182.846,781282509805.531,1237199423322.91,3012410045184.79
487296000,0.2193072272,0.0949818328,-0.0473450729,0.3163392297,1.5180056445,-3.0693413005,1.0315789935,145690468737.496,211507389660.331,242237233054.113,392336886070.274,804475280521.361,1238437901159.88,3032480331287.87
488160000,0.3990111304,0.3731925134,0.1729753075,0.4315001937,1.5423230581,-3.0828841632,1.0398574472,145844569079.996,214565659198.123,245834813108.453,392757450306.22,826671131757.484,1244425595529.47,3049551002608.05
489024000,0.5782318815,0.6586725509,0.3932279856,0.5470122961,1.570321083,-3.095026838,1.0489513552,146082193635.097,209177898455.367,248946512576.698,392182624820.585,847369262567.819,1254906663083.57,3063151823557.79
489888000,0.7567764504,0.952214075,0.6132604105,0.6628631564,1.6014498037,-3.1051005605,1.0586533083,146395496108.539,193547685069.013,251556941058.551,390639906586.2,866141871096.364,1269447267215.88,3072923573114.37
490752000,0.9344770566,1.2352650034,0.8329391661,0.7790458828,1.6351811521,-3.1125823282,1.0687478992,146774243106.581,164666189832.912,253642588221.26,388166276840.986,882633459510.674,1287470419799.92,3078623576701.53
491616000,1.1111965762,1.4193965672,1.0521500167,0.8955597687,1.6710167491,-3.117112725,1.0790167225,147206228794.054,125101384346.446,255172743623.472,384806973352.469,896558300152.716,1308297753282.28,3080127333430.7
492480000,1.2868322708,1.3578750204,1.2707972166,1.0124105957,1.7084905697,-3.1184940898,1.0892426775,147677750103.316,96425233759.8089,256111017461.752,380614066830.393,907696711094.91,1331192295465.7,3077426768718.43
493344000,1.4613179007,1.1922809691,1.4888024337,1.1296105357,1.7471681226,-3.1166739772,1.099213655,148174116028.689,97801126563.0863,256417353314.113,375644924837.29,915890644233.882,1355397511770.54,3070625735960.41
494208000,1.6346242929,1.1894330962,1.7061032768,1.2471776329,1.7866433265,-3.1117201442,1.1087257377,148680156579.961,117041585504.187,256050417292.759,369960647914.268,921038980403.312,1380169677544.53,3059933403235.61
495072000,1.8067584914,1.3257966949,1.9226515852,1.3651348748,1.8265338935,-3.10379275,1.1175860776,149180708613.283,139714537735.889,254970212313.822,363624548175.07,923092860465.428,1404802437979.99,3045656105439.73
495936000,1.9777617828,1.5379356422,2.1384116972,1.4835088852,1.8664757527,-3.0931179355,1.1256156313,149661067308.286,161107387447.03,253140746430.406,356700725490.418,922051333533.693,1428643791162.91,3028188132590.26
496800000,2.147706879,1.7996364448,2.3533588259,1.6023282682,1.906116869,-3.0799652191,1.1326519332,150107389631.333,179927877344.543,250532551740.844,349252777893.995,917957554824.332,1451106560605.38,3008001776439.2
497664000,2.3166944436,2.1049003234,2.5674772562,1.721621614,1.945110681,-3.0646297141,1.138552062,150507045073.101,194493796708.339,247124921087.037,341342674603.547,910895730501.07,1471673774965.85,2985636806720.19
498528000,2.4848493276,2.4526312114,2.7807590069,1.8414152453,1.9831093668,-3.0474191742,1.1431959226,150848909410.949,200049728963.545,242907622995.122,333029787245.06,900988957718.773,1489900428510.67,2961689360843.4
499392000,2.6523165074,2.8205011262,2.9932018518,1.9617306548,2.0197570904,-3.0286453434,1.1464898917,151123602325.87,188908383463.92,237882049027.119,324370091539.17,888398082330.902,1505412894169.74,2936800135184.2
500256000,2.8192570006,-3.1347180985,-3.0783779465,2.0825817143,2.0546835002,-3.0086188348,1.148370799,151323671243.643,162031556559.559,232061675631.349,315415519346.021,873321648443.845,1517907073672.67,2911641622538.36
501120000,2.9858437231,-2.8914533528,-2.8676071913,2.2039716202,2.0874978346,-2.9876467456,1.1488100974,151443730482.11,131212572280.814,225471862788.686,306213455365.796,855996977384.215,1527146088107.84,2886904126196
501984000,-3.130927883,-2.7526448896,-2.6576714369,2.3258895848,2.1177842407,-2.9660322751,1.1478179511,151480561039.031,104656647720.986,218149034762.593,296806364753.247,836702355786.71,1532958109311.42,2863280289022.71
502848000,-2.9645026412,-2.7394201784,-2.4485791546,2.4483072513,2.1450992411,-2.9440757237,1.1454468374,151433166308.537,86902361781.5877,210139365525.868,287231543607,815760231638.159,1535234742707.66,2841447983941.82
503712000,-2.7978814848,-2.8301459159,-2.2403544569,2.5711748133,2.1689727879,-2.9220763419,1.1417941413,151302789591.112,82874316097.0897,201497103993.317,277520984581.558,793541182335.155,1533930223388.97,2822051594720.97
504576000,-2.6308842437,-2.8961940562,-2.0330473129,2.6944167826,2.1889149744,-2.9003345779,1.1370031465,151092895260.662,95736229771.1698,192282698643.996,267701358813.987,770468216360.697,1529061561152.52,2805681987453.59
505440000,-2.4633390398,-2.826020744,-1.8267475033,2.8179273256,2.2044312276,-2.8791543087,1.1312618405,150809113173.297,123085796914.6,182560939838.443,257794124034.407,747020658820.542,1520709667446.52,2792855792479.81
506304000,-2.2950863556,-2.6108650986,-1.621603155,2.9415650877,2.2150494533,-2.8588446247,1.1247990506,150459140150.104,158268736423.594,172399155827.655,247815754694.233,723736395603.496,1509021382271.6,2783994941209.99
507168000,-2.1259832166,-2.2892254805,-1.4178464197,3.0651472965,2.2203627393,-2.8397207163,1.1178776759,150052598947.138,188692963069.508,161865769076.005,237778130408.359,701210704411.716,1494212223053.95,2779407710798.31
508032000,-1.9559072937,-1.9351282085,-1.2158285255,-3.0947423548,2.220090077,-2.8221033094,1.1107850972,149600845966.077,202388396975.943,151029212661.324,227689086609.11,680089214283.708,1476569531322.9,2779272683277.01
508896000,-1.7847609787,-1.6039233996,-1.0160694076,-2.9720205876,2.2141540565,-2.8063160116,1.1038212454,149116721458.64,201249940373.997,139957446960.735,217553164431.184,661052106375.906,1456455544823.98,2783627055117.37
509760000,-1.6124752432,-1.3067333517,-0.8193296333,-2.8502262971,2.2027677371,-2.7926798237,1.0972851653,148614247596.523,191445614286.922,128718250684.111,207372586654.563,644786805478.948,1434309725168.15,2792360534745.67
510624000,-1.4390130576,-1.0419142612,-0.6267180087,-2.7297917972,2.1865132589,-2.7815040063,1.0914611778,148108268781.976,176005741883.612,117380633105.77,197148500183.561,631947800378.995,1410649454622.82,2805215689599.22
511488000,-1.2643721384,-0.8131679557,-0.4398577387,-2.6112442104,2.1663854739,-2.773072546,1.0866058322,147614033874.16,155749026554.599,106017921293.256,186882531938.024,623105306352.054,1386067977411.56,2821795090410.03
512352000,-1.0885867947,-0.6431025105,-0.2611510397,-2.4952266633,2.1437716046,-2.7676257192,1.0829367432,147146728503.063,131185015846.716,94713607703.4092,176578730322.235,618689000263.446,1361228261299.65,2841575027238.71
513216000,-0.911728565,-0.6020626911,-0.0942092168,-2.3825266008,2.1203497279,-2.7653368335,1.0806241404,146720974901.666,106204603888.663,83571954158.7011,166245990437.31,618937415135.52,1336851339302.34,2863925033711.94
514080000,-0.7339054259,-0.7706618882,0.0554466586,-2.2741139125,2.097915346,-2.7662852497,1.0797855911,146350314423.141,97743215022.0894,72737321293.3188,155901120258.519,623865201435.486,1313697797542.67,2888132027114.08
514944000,-0.5552594048,-0.8694252088,0.1793026485,-2.1711920833,2.0781751934,-2.7704282391,1.080483968,146046701865.001,123891921702.632,62429818810.5604,145572792976.537,633257279554.935,1292541518087.07,2913427585866.98
515808000,-0.3759624901,-0.7104674598,0.26453169,-2.0752655762,2.0625626527,-2.7775759432,1.0827283962,145820038275.901,161433435567.451,53010124317.5517,135306759347.747,646691558819.208,1274135696676.4,2939016773183.76
516672000,-0.1962109215,-0.4540998521,0.2940599829,-1.9882246365,2.0521192661,-2.787375165,1.086477673,145677761433.783,189591470958.389,45084397481.5705,125172882515.859,663583811904.07,1259172582194.21,2964106933651.5
517536000,-0.0162180829,-0.1794600405,0.2543585444,-1.9124411585,2.0474586432,-2.7993081416,1.0916455284,145624528396.032,206548967927.436,39600821958.1923,115274753634.823,683243423963.448,1248240141480.09,2987935041609.54
518400000,0.1637936574,0.0974781694,0.1594529436,-1.8508483475,2.0488003861,-2.8127110303,1.0981070626,145662029572.095,214239009026.082,37675178775.0619,105762744499.944,704928685308.232,1241780549752.8,3009792402175.26
519264000,0.3436015513,0.377217712,0.0658753764,-1.8069272485,2.0560461401,-2.826813255,1.105705753,145788953771.357,213632575979.638,39851000731.5753,96850892782.8781,727893747927.104,1240056384800.37,3029045784313.07
520128000,0.522990842,0.66287853,0.028765285,-1.7844247148,2.0688694868,-2.8407938128,1.1142605262,146001071329.446,204180319241.49,45558465890.6538,88835864546.1037,751423791060.441,1243130080246.46,3045154364745.66
520992000,0.7017626057,0.9513796263,0.0603132432,-1.7864889751,2.0867997537,-2.8538458649,1.1235725177,146291395021.427,183689814216.751,53686996344.1191,82110211992.6832,774858416756.175,1250860283253.99,3057682196956.66
521856000,0.8797409693,1.2073971112,0.1464770146,-1.8138955198,2.1092897564,-2.8652384413,1.1334312642,146650443057.782,149946594514.801,63304904496.0397,77150634100.7668,797605188722.843,1262915674601.86,3066306257819.05
522720000,1.0567790168,1.3044859358,0.2703493723,-1.8626309812,2.1357650633,-2.8743649902,1.143620176,147066618801.693,111249191080.365,73815666424.1055,74451850848.3496,819145742447.516,1278803557189.43,3070820341025.82
523584000,1.2327631185,1.1521882165,0.4193728989,-1.9226063926,2.1656566304,-2.8807724776,1.1539212564,147526672734.515,94437776409.6031,84859913474.483,74394693075.0012,839036769344.122,1297908162184.8,3071135274133.06
524448000,1.4076155742,1.0401718056,0.585255742,-1.9799550582,2.1984202602,-2.8841698925,1.1641191107,148016207375.099,106731430881.441,96213422634.5404,77104828683.087,856907699680.279,1319532728826.79,3067276057519.1
525312000,1.5812956541,1.1104655963,0.7626436124,-2.0223493687,2.2335464498,-2.8844194207,1.1740043568,148520186507.956,129356739481.738,107724712777.956,82409803834.2069,872456444351.295,1342940022185.19,3059376583295.18
526176000,1.7537991567,1.2875459544,0.9480517195,-2.0430027498,2.2705636332,-2.8815159569,1.1833765912,149023429667.998,151948100091.88,119280949694.772,89930206100.131,885444149843.952,1367387514177.7,3047672562080.01
527040000,1.925156771,1.5230146036,1.1391764213,-2.040750502,2.3090370922,-2.8755609723,1.1920470919,149511076516.705,171955563264.508,130789631630.009,99221119452.182,895689633562.036,1392155293843.87,3032493198239.65
527904000,2.0954314824,1.8011833929,1.3344725156,-2.0178185966,2.348565141,-2.8667356785,1.1998414471,149969005754.778,188449976170.619,142168690451.319,109872270832.175,903063956327.523,1416566348935.01,3014252021493
528768000,2.2647153157,2.1203408598,1.5328928326,-1.9776628936,2.3887736642,-2.855276775,1.2066022959,150384202164.109,199186368683.698,153341221987.951,121546740932.366,907485456393.981,1439999948771.38,2993437120650.81
529632000,2.4331256245,2.4770001381,1.7337244989,-1.9237326756,2.4293096933,-2.8414564776,1.2121923301,150745066182.563,198329917742.548,164232836604.632,133981373691.057,908915464255.089,1461899410478.34,2970600860730.83
530496000,2.6008011335,2.836063764,1.9364829336,-1.8589819679,2.4698344457,-2.825567323,1.2164976676,151041666608.545,179516874072.195,174770628947.249,146972890484.849,907354858127.76,1481775699167.2,2946349010663.89
531360000,2.7678978544,3.1327529414,2.140841203,-1.7857722827,2.5100160763,-2.8079114816,1.2194316305,151265938767.944,148586072799.883,184883209106.057,160362267890.706,902841570182.942,1499208225352.04,2921329078899
532224000,2.9345849569,-2.9538393106,2.3465815426,-1.7059306906,2.5495222911,-2.7887939365,1.220938869,151411839369.574,117839199659.325,194501439929.816,174021715572.258,895449120389.297,1513843989021.94,2896217575476.44
533088000,3.1010407209,-2.8783349402,2.5535613592,-1.6208495698,2.5880129429,-2.7685187519,1.2209996519,151475457365.613,94243915874.249,203559679800.226,187844926387.001,885286232501.281,1525395981554.24,2871705888102.74
533952000,-3.0157367837,-2.9295838859,2.7616889153,-1.5315834451,2.6251327474,-2.7473876818,1.2196340122,151455080544.154,82534421450.4121,211997345469.416,201740087664.698,872497567082.686,1533641520065.26,2848484511661.9
534816000,-2.8491924603,-3.0243628005,2.9709058138,-1.4389295177,2.6605043515,-2.7257004491,1.2169052977,151351224886.745,86784240251.3327,219760633101.372,215624956124.272,857265584243.932,1538420990827.16,2827225498505.81
535680000,-2.682330025,-3.0242415863,-3.1020109327,-1.3434905846,2.6937221549,-2.7037561295,1.2129225654,151166627653.658,106604986014.795,226804218298.473,229423408277.202,839813518335.085,1539637312534.66,2808563217358.34
536544000,-2.5149748067,-2.8821419751,-2.890716804,-1.245722922,2.7243475768,-2.6818551545,1.2078411954,150906204150.132,137478372111.148,233092790242.459,243063040769.276,820409394826.329,1537256298361.93,2793073801107.32
537408000,-2.3469631103,-2.6152245768,-2.6784180069,-1.1459723781,2.7519068829,-2.6603014992,1.2018611295,150576963589.304,171708552723.962,238602219173.051,256473534691.906,799370921217.177,1531307975869.4,2781254008615.83
538272000,-2.1781463229,-2.2689965213,-2.4651348591,-1.0445015941,2.775893296,-2.6394046401,1.1952222878,150187884940.713,195888621269.564,243320225298.509,269585590891.152,777070939240.889,1521888823550.24,2773500573080.69
539136000,-2.0083950217,-1.9155443955,-2.2508903877,-0.9415106233,2.7957758969,-2.6194808375,1.1881969784,149749742183.539,202323824117.488,247246444719.59,282330319637.128,753942862163.235,1509164766908.11,2770091388615.79
540000000,-1.8376030796,-1.5939193201,-2.0357128218,-0.8371526612,2.8110186952,-2.6008532417,1.1810794851,149274877237.945,196169266962.007,250391820698.785,294639008369.757,730485140330.715,1493374653251.29,2771170040530.49
540864000,-1.6656915986,-1.3081945991,-1.8196375976,-0.7315461315,2.8211139594,-2.5838502312,1.1741734221,148776923351.989,183023617645.621,252777333371.378,306443221415.291,707263252576.445,1474833778031.86,2776735144823.02
541728000,-1.492612495,-1.0577833077,-1.6027091897,-0.6247840269,2.8256338477,-2.568801292,1.1677778056,148270470008.903,165117186837.377,254432154936.353,317675199746.295,684907039365.782,1453936862755.61,2786635711283.49
542592000,-1.3183515016,-0.8522066475,-1.3849826637,-0.5169411205,2.8243025597,-2.5560296649,1.1621730238,147770667776.559,143073561233.896,255391347363.194,328268538237.782,664100495433.097,1431159674469.71,2800573309736.24
543456000,-1.1429304211,-0.7286649196,-1.1665254338,-0.4080795266,2.8170863515,-2.5458409871,1.1576079406,147292782224.897,118225434040.118,255693265034.783,338159101518.324,645560789911.407,1407058280174.02,2818111239198.23
544320000,-0.9664082535,-0.7766863939,-0.947418661,-0.2982528908,2.8042898913,-2.5385072925,1.1542892035,146851705311.201,98170191857.1274,255376874878.086,347286149690.88,630003791983.633,1382264700696.82,2838690309190.2
545184000,-0.7888809748,-0.9685696765,-0.7277584089,-0.1875094394,2.7866357937,-2.5342461539,1.1523735225,146461440492.201,104250984371.063,254479141858.901,355593615561.97,618095558465.579,1357477611291.81,2861650289280.81
546048000,-0.61047979,-0.9492692596,-0.5076565649,-0.075894076,2.7652948238,-2.5331955229,1.1519632859,146134587686.213,139467049196.187,253032690544.16,363031463436.378,610393376355.027,1333446757854.87,2886255658600.03
546912000,-0.431367635,-0.7288775578,-0.2872410931,0.0365503726,2.7418359212,-2.5353860405,1.1531054737,145881851565.108,174927801713.395,251063877459.516,369557051867.045,607285305590.781,1310950029767.74,2911724056700.51
547776000,-0.2517340001,-0.4553690436,-0.0666557606,0.1497826214,2.7180849893,-2.5407141635,1.155793509,145711597381.514,198544343799.91,248591398002.442,375136405419.315,608941362511.051,1290762831310.91,2937255747198.92
548640000,-0.071788277,-0.1760066278,0.153940685,0.2637629754,2.69591557,-2.5489210401,1.1599714616,145629493862.009,211305471521.067,245625514964.638,379745303002.98,615289361005.348,1273620542775.4,2962062484771.37
549504000,0.1082480907,0.102520818,0.374375776,0.3784538239,2.6770253316,-2.5595830684,1.1655399214,145638270349.931,215167574426.524,242167963285.72,383370095383.553,626022555526.77,1260176431057.7,2985394369799.38
550368000,0.2881502434,0.3827365956,0.5944650267,0.4938204527,2.662759246,-2.5721196563,1.1723628614,145737600456.989,210692100546.903,238212503859.198,386008181006.08,640636794314.575,1250959067433.35,3006563556439.74
551232000,0.467698657,0.666667577,0.8140133465,0.6098319798,2.654018441,-2.5858212705,1.1802748812,145924122475.111,196870064541.894,233746137543.302,387668091533.557,658486674908.15,1246334629919.03,3024963983646.48
552096000,0.6466876317,0.9440967103,1.0328166426,0.7264623373,2.6512581752,-2.5998965991,1.1890883445,146191593248.402,171304106774.932,228750846324.369,388369180320.073,678847099531.245,1246479745213.75,3040086682464.15
552960000,0.8249328341,1.1531126021,1.2506625242,0.8436911031,2.65455069,-2.6135326486,1.1986000536,146531161020.789,133867783091.184,223205787655.697,388140926012.43,700968836580.223,1251369409818.44,3051530503545.64
553824000,1.0022775882,1.136201309,1.4673302955,0.961504111,2.6636791012,-2.625957874,1.2085972403,146931738538.073,100779743881.677,217089755433.734,387021905011.863,724121718556.647,1260782018002.99,3059008447525.04
554688000,1.1785976076,0.9505170684,1.68258964,1.0798937362,2.6782340257,-2.636497558,1.2188627706,147380454130.961,98426592655.0556,210383757229.094,385058499599.666,747623935763.875,1274320381086.73,3062350001749.21
555552000,1.3538041091,0.9244676803,1.8961975521,1.1988588105,2.6976961509,-2.6446130802,1.2291795632,147863148218.802,118473995295.514,203073524468.376,382303424503.21,770859018618.273,1291444818647.23,3061500063763.79
